"number","created_by","created_at","state","commits","merged_by","merged_at"
"1575","jcrist","2016-09-23 23:12:16","closed","1","mrocklin","2016-09-25 15:28:08"
"1574","TomAugspurger","2016-09-23 15:12:52","closed","1","TomAugspurger","2016-10-03 15:05:11"
"1571","jcrist","2016-09-22 23:41:28","closed","1","mrocklin","2016-09-23 17:24:35"
"1570","jcrist","2016-09-22 21:43:45","closed","1","mrocklin","2016-09-23 17:21:36"
"1569","jcrist","2016-09-22 21:19:16","closed","1","jcrist","2016-09-25 15:11:13"
"1568","jcrist","2016-09-22 20:16:37","closed","1","mrocklin","2016-09-23 17:23:02"
"1567","jcrist","2016-09-22 20:07:48","closed","1","jcrist","2016-09-23 18:00:28"
"1561","jcrist","2016-09-20 22:03:39","closed","1","jcrist","2016-09-21 01:24:04"
"1559","jcrist","2016-09-20 19:07:45","closed","1","jcrist","2016-09-20 19:42:30"
"1558","mrocklin","2016-09-20 12:56:04","closed","1","mrocklin","2016-09-20 14:10:56"
"1557","gdmcbain","2016-09-20 02:51:47","closed","1","jcrist","2016-09-20 19:42:59"
"1556","TomAugspurger","2016-09-19 18:04:07","closed","1","jcrist","2016-09-19 20:54:08"
"1549","mrocklin","2016-09-15 17:37:54","closed","2","jcrist","2016-09-15 21:30:50"
"1546","jlintusaari","2016-09-15 07:34:15","open","1","",""
"1544","gryBox","2016-09-14 21:54:10","closed","1","mrocklin","2016-09-14 22:22:23"
"1542","jcrist","2016-09-14 18:30:53","closed","3","jcrist","2016-09-14 22:42:52"
"1540","mrocklin","2016-09-14 14:07:00","closed","3","jcrist","2016-10-06 22:47:55"
"1539","mrocklin","2016-09-13 11:56:48","closed","3","mrocklin","2016-09-16 11:17:48"
"1535","jbcrail","2016-09-10 01:02:35","closed","1","mrocklin","2016-09-11 01:29:21"
"1531","mrocklin","2016-09-08 16:03:29","closed","1","mrocklin","2016-09-09 11:30:06"
"1529","jcrist","2016-09-07 23:49:47","closed","2","jcrist","2016-09-09 17:07:58"
"1527","mrocklin","2016-09-06 00:27:57","closed","3","mrocklin","2016-09-07 11:41:11"
"1526","dukebody","2016-09-05 11:29:57","closed","3","mrocklin","2016-09-06 11:32:13"
"1525","dukebody","2016-09-05 09:59:30","closed","2","mrocklin","2016-09-05 11:43:42"
"1524","dukebody","2016-09-04 08:46:19","closed","2","mrocklin","2016-09-04 19:14:27"
"1523","dukebody","2016-09-04 07:18:49","closed","1","mrocklin","2016-09-04 12:23:51"
"1520","mrocklin","2016-09-01 20:20:25","closed","1","mrocklin","2016-09-01 22:51:42"
"1516","jcrist","2016-08-30 19:21:53","closed","3","jcrist","2016-08-31 16:34:36"
"1515","jcrist","2016-08-30 14:20:51","closed","1","mrocklin","2016-08-30 15:24:06"
"1514","jcrist","2016-08-29 19:22:57","closed","3","jcrist","2016-08-30 15:26:11"
"1513","jcrist","2016-08-29 17:52:01","closed","1","jcrist","2016-08-29 18:49:18"
"1511","shoyer","2016-08-29 04:03:13","closed","1","",""
"1510","mrocklin","2016-08-27 11:08:20","closed","1","mrocklin","2016-08-29 12:06:35"
"1508","mobcdi","2016-08-26 19:17:20","closed","1","",""
"1507","mobcdi","2016-08-26 18:58:48","open","1","",""
"1505","ankravch","2016-08-25 18:24:36","closed","4","",""
"1504","mrocklin","2016-08-25 11:16:36","closed","4","mrocklin","2016-08-25 17:22:55"
"1499","seemethere","2016-08-23 17:11:47","closed","2","",""
"1495","elisarver","2016-08-22 19:00:46","closed","1","mrocklin","2016-08-23 12:46:43"
