"number","created_by","created_at","state","commits","merged_by","merged_at"
"1858","etothemanders","2016-06-02 19:53:08","closed","1","untitaker","2016-06-02 19:59:44"
"1857","doobeh","2016-06-02 19:18:20","closed","1","",""
"1856","dawran6","2016-06-02 19:15:15","closed","0","",""
"1855","JamesTFarrington","2016-06-02 19:14:41","closed","1","jeffwidman","2016-06-02 19:30:25"
"1854","wldtyp","2016-06-02 19:07:42","closed","1","jeffwidman","2016-06-03 08:00:55"
"1853","hyunchel","2016-06-02 19:05:22","closed","1","jeffwidman","2016-06-02 19:50:56"
"1851","prachikhadke","2016-06-02 18:27:18","closed","1","jeffwidman","2016-06-02 18:59:50"
"1850","pingihu","2016-06-02 18:13:57","closed","1","",""
"1849","dsully","2016-06-02 17:07:59","closed","1","",""
"1848","RaHus","2016-06-02 10:59:01","closed","2","mitsuhiko","2016-06-02 11:53:13"
"1843","RaHus","2016-06-01 11:25:18","closed","2","davidism","2016-06-04 06:25:16"
"1841","fizbin","2016-05-31 20:20:28","closed","1","",""
"1840","fchapoton","2016-05-31 19:15:30","closed","1","untitaker","2016-05-31 19:20:22"
"1839","mohsenuss91","2016-05-31 16:45:55","closed","1","",""
"1838","homeworkprod","2016-05-31 14:22:57","closed","1","ThiefMaster","2016-05-31 14:24:11"
"1834","rawrgulmuffins","2016-05-30 17:39:40","closed","1","",""
"1833","homeworkprod","2016-05-30 08:49:46","closed","1","untitaker","2016-05-30 21:20:23"
"1831","mapleoin","2016-05-29 20:53:56","closed","1","davidism","2016-05-29 21:51:05"
"1830","yoavram","2016-05-29 19:10:15","closed","1","untitaker","2016-05-30 21:20:35"
"1827","adamchainz","2016-05-29 13:42:51","closed","1","untitaker","2016-05-29 13:49:38"
"1826","koallen","2016-05-29 12:51:51","closed","1","",""
"1823","mitsuhiko","2016-05-26 20:57:20","closed","2","mitsuhiko","2016-05-27 10:00:16"
"1822","mitsuhiko","2016-05-26 19:47:38","closed","1","mitsuhiko","2016-05-26 20:31:15"
"1821","mitsuhiko","2016-05-26 19:30:31","closed","1","mitsuhiko","2016-05-26 20:17:34"
"1820","mitsuhiko","2016-05-26 18:55:18","closed","4","mitsuhiko","2016-05-26 19:05:46"
"1819","a112121788","2016-05-25 14:36:09","closed","0","",""
"1818","dataforger","2016-05-24 19:06:14","closed","1","untitaker","2016-05-24 19:06:34"
"1815","JelteF","2016-05-22 12:46:52","closed","1","",""
"1814","mitsuhiko","2016-05-22 09:36:57","closed","1","mitsuhiko","2016-05-26 19:34:56"
"1813","mitsuhiko","2016-05-22 08:46:32","closed","1","mitsuhiko","2016-05-26 19:48:20"
"1812","fchapoton","2016-05-20 19:38:08","closed","1","davidism","2016-05-20 19:57:10"
"1811","Sanjurjo7","2016-05-17 11:53:08","closed","6","davidism","2016-05-22 14:09:21"
"1810","deelaka","2016-05-15 09:11:23","closed","7","",""
"1806","jezdez","2016-05-12 09:08:35","closed","2","untitaker","2016-05-16 17:36:55"
"1801","ben4ever","2016-05-09 03:44:50","closed","0","RonnyPfannschmidt","2016-05-09 05:44:17"
"1798","wojcikstefan","2016-05-05 17:24:14","closed","1","untitaker","2016-05-05 17:27:45"
"1797","g3wanghc","2016-05-04 14:35:57","closed","0","",""
"1795","cgoldberg","2016-05-03 16:06:13","closed","2","untitaker","2016-05-08 19:58:38"
"1781","miguelgrinberg","2016-04-13 06:36:15","closed","1","davidism","2016-05-04 13:46:49"
"1779","danielquinn","2016-04-11 12:55:23","closed","1","ThiefMaster","2016-04-11 12:57:04"
"1777","danielquinn","2016-04-08 15:44:49","closed","2","davidism","2016-04-08 15:53:25"
"1771","jeffwidman","2016-04-07 06:31:31","closed","0","jeffwidman","2016-04-07 06:32:13"
"1767","garaden","2016-04-04 20:49:12","closed","1","",""
"1766","keyan","2016-04-04 18:51:21","closed","2","untitaker","2016-04-04 21:19:10"
"1764","quobit","2016-04-02 23:51:31","closed","0","untitaker","2016-04-03 21:11:38"
"1763","chaosagent","2016-04-01 02:53:19","closed","3","untitaker","2016-04-02 19:07:27"
"1762","devdave","2016-03-30 23:47:22","closed","0","",""
"1760","mattrobenolt","2016-03-27 17:38:10","closed","1","untitaker","2016-03-27 17:54:25"
"1759","ghost","2016-03-23 10:28:46","closed","0","untitaker","2016-03-23 11:07:46"
"1758","AustenDSouza","2016-03-22 20:33:59","closed","1","davidism","2016-03-22 21:22:06"
"1755","bdh1011","2016-03-14 15:02:39","closed","1","untitaker","2016-03-14 15:49:16"
"1754","bdh1011","2016-03-14 14:21:18","closed","1","",""
"1753","lord63","2016-03-14 02:28:45","closed","1","davidism","2016-04-01 21:05:11"
"1752","ozhishu","2016-03-13 10:59:18","closed","0","",""
"1751","royopa","2016-03-12 23:33:28","closed","2","",""
"1750","erogers6264","2016-03-11 17:08:03","closed","1","untitaker","2016-03-11 17:12:59"
"1748","gaetan-petit","2016-03-08 09:05:35","closed","0","untitaker","2016-03-08 19:30:36"
"1747","fengsp","2016-03-08 05:01:29","closed","1","davidism","2016-04-01 23:17:45"
"1745","kamyarrasta","2016-03-04 21:51:36","closed","3","",""
"1743","homoSapiensSapiens","2016-03-04 12:03:02","closed","1","untitaker","2016-03-04 12:51:07"
"1742","ferstar","2016-03-04 10:20:31","closed","0","",""
"1741","JiriBalcar","2016-03-03 18:15:00","closed","2","",""
"1739","liks79","2016-03-01 07:34:58","closed","1","",""
"1738","juice500ml","2016-02-25 17:49:47","closed","1","",""
"1733","welchbj","2016-02-19 13:24:14","closed","0","untitaker","2016-03-12 23:42:28"
"1730","geusebi","2016-02-17 09:12:48","closed","2","untitaker","2016-06-04 19:12:55"
"1729","jacquerie","2016-02-16 12:51:07","closed","1","",""
"1728","sloria","2016-02-16 05:05:44","closed","1","davidism","2016-04-08 22:30:47"
"1724","fourmalin","2016-02-12 07:10:31","closed","5","",""
"1723","ericdill","2016-02-09 19:25:24","closed","1","mitsuhiko","2016-02-09 19:26:03"
"1722","strtw","2016-02-09 19:00:16","closed","3","",""
"1721","pra85","2016-02-08 14:04:06","closed","1","davidism","2016-02-08 14:14:29"
"1720","EricLOsorio","2016-02-07 19:36:56","closed","30","",""
"1716","lord63","2016-02-03 13:37:55","closed","2","kennethreitz","2016-02-04 06:49:09"
"1715","ThiefMaster","2016-02-02 15:16:16","closed","1","davidism","2016-02-02 15:39:21"
"1711","erkanay","2016-01-30 15:42:49","closed","1","",""
"1703","jeffwidman","2016-01-25 23:02:46","closed","0","davidism","2016-01-26 06:52:09"
"1702","ThiefMaster","2016-01-25 19:36:52","open","2","",""
"1698","StyXman","2016-01-20 08:41:43","closed","1","",""
"1696","pra85","2016-01-16 01:50:13","closed","1","",""
"1688","nivm","2016-01-10 10:45:16","closed","1","davidism","2016-01-26 07:02:48"
"1684","AvivC","2016-01-04 23:13:13","open","1","",""
"1679","miguelgrinberg","2016-01-02 19:34:01","closed","1","davidism","2016-01-26 06:17:04"
"1678","AvivC","2016-01-02 17:33:11","closed","1","",""
"1676","AvivC","2016-01-02 02:58:16","open","1","",""
"1675","felipeorlando","2016-01-01 21:45:46","closed","0","",""
"1673","bdbai","2015-12-31 15:52:01","closed","0","",""
"1672","Parkayun","2015-12-31 01:12:36","closed","1","",""
"1671","jeffwidman","2015-12-30 11:32:53","closed","0","davidism","2016-01-25 15:16:51"
"1669","jeffwidman","2015-12-30 09:04:58","closed","0","untitaker","2016-01-25 19:27:24"
"1666","AvivC","2015-12-27 02:32:31","closed","1","davidism","2015-12-27 18:42:46"
"1661","lord63","2015-12-20 12:45:45","closed","1","davidism","2015-12-20 16:19:35"
"1659","daimon99","2015-12-19 04:19:19","closed","2","",""
"1658","daimon99","2015-12-19 03:56:59","closed","1","",""
"1657","Satender052","2015-12-18 12:45:52","closed","0","",""
"1655","bagratte","2015-12-16 14:14:37","closed","1","untitaker","2016-04-01 21:12:25"
"1653","rochacbruno","2015-12-15 11:46:39","closed","0","",""
"1651","lord63","2015-12-13 14:16:19","closed","1","davidism","2015-12-13 17:21:01"
"1648","accraze","2015-12-10 04:02:49","closed","1","davidism","2015-12-10 05:09:07"
"1643","yshlodha","2015-12-07 10:13:31","closed","1","",""
"1642","yshlodha","2015-12-07 09:04:57","closed","5","",""
"1640","nZac","2015-12-05 23:56:47","closed","1","",""
"1638","002080","2015-12-05 07:21:52","closed","5","",""
"1637","d0ugal","2015-12-03 09:51:35","closed","1","davidism","2015-12-03 13:03:47"
"1636","mscalora","2015-12-03 04:26:52","closed","2","",""
"1634","guyskk","2015-12-02 03:37:04","closed","2","",""
"1631","stephane","2015-11-28 11:48:51","closed","1","jeffwidman","2016-04-04 18:20:10"
"1630","redian","2015-11-26 21:47:46","closed","1","davidism","2015-11-27 16:57:56"
"1629","redian","2015-11-26 21:04:38","closed","1","davidism","2015-11-27 03:17:41"
"1628","redian","2015-11-26 20:51:45","closed","2","",""
"1627","redian","2015-11-26 20:38:55","closed","1","",""
"1624","lord63","2015-11-22 06:51:12","closed","1","davidism","2015-11-22 08:15:58"
"1621","Ostrovski","2015-11-20 16:53:58","open","1","",""
"1616","dthul","2015-11-11 22:48:39","closed","1","mitsuhiko","2015-11-11 22:50:09"
"1613","ABaldwinHunter","2015-11-09 17:28:04","closed","0","",""
"1610","lord63","2015-11-07 01:09:21","closed","1","davidism","2015-11-07 02:12:56"
"1609","belanhd","2015-11-05 12:58:55","closed","1","",""
"1608","Windfarer","2015-11-04 14:09:44","closed","1","mitsuhiko","2015-11-04 14:39:43"
"1607","wodim","2015-11-04 11:00:54","closed","0","mitsuhiko","2015-11-04 11:03:31"
